player_name,fantasy_score,player_team,venue,batting_first_team,bowling_first_team
Dhruv Jurel,9,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Rajasthan Royals
MA Starc,116,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
G Coetzee,18,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
Ishan Kishan,16,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
SS Iyer,15,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
HH Pandya,84,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
Tilak Varma,12,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
VR Iyer,80,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
RK Singh,11,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
SP Narine,82,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
AD Russell,59,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
MK Pandey,58,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
TH David,29,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
A Raghuvanshi,15,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
Naman Dhir,13,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
CV Varun,58,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
D Brevis (sub),8,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
JJ Bumrah,92,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
Ramandeep Singh,2,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
N Wadhera,5,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
VG Arora,0,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
RG Sharma,9,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
PD Salt,12,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
N Thushara,75,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
SA Yadav,72,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
PP Chawla,25,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
"N Thushara, HH Pandya",14,Mumbai Indians,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians
WG Jacks,1,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
MM Sharma,0,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
V Shankar,10,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
C Green,26,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
"KD Karthik, Vijaykumar Vyshak",14,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
Vijaykumar Vyshak,116,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
DA Miller,47,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
Noor Ahmad,50,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
Yash Dayal,58,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
GJ Maxwell,13,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
KD Karthik,32,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
F du Plessis,80,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
J Little,100,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
B Sai Sudharsan,4,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
Shubman Gill,0,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
MJ Suthar,1,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
V Kohli,74,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
RM Patidar,0,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
Mohammed Siraj,58,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
Rashid Khan,22,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
M Shahrukh Khan,66,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
KV Sharma,25,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
R Tewatia,42,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
Swapnil Singh,25,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
WP Saha,9,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bengaluru
MS Dhoni,8,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
RJ Gleeson,0,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
AM Rahane,8,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
Ashutosh Sharma,1,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
Harpreet Brar,19,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
SM Curran,48,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
Arshdeep Singh,50,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
Sameer Rizvi (sub),16,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
RA Jadeja,121,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
SN Thakur,52,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
JM Sharma,16,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
MJ Santner,45,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
JM Bairstow,14,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
RD Chahar,95,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
DJ Mitchell,34,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
Simarjeet Singh,66,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
P Simran Singh,36,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
Shashank Singh,29,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
RR Rossouw,0,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
RD Gaikwad,38,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
MM Ali,19,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
S Dube,0,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
K Rabada,15,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
HV Patel,114,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
TU Deshpande,64,Chennai Super Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,Punjab Kings
MA Starc,33,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
A Badoni,15,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
DJ Hooda,6,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
SS Iyer,20,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
VR Iyer,1,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
RK Singh,18,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
SP Narine,124,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
AD Russell,67,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
K Gowtham (sub),8,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
KL Rahul,48,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
D Padikkal (sub),8,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
N Pooran,12,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
A Raghuvanshi,33,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
Yudhvir Singh,34,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
AA Kulkarni,11,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
AJ Turner,14,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
KH Pandya,5,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
Naveen-ul-Haq,75,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
Harshit Rana,91,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
CV Varun,83,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
MP Stoinis,50,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
VG Arora,0,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
Ramandeep Singh,48,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
PD Salt,55,Kolkata Knight Riders,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
Yash Thakur,25,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
Ravi Bishnoi,27,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
Mohsin Khan,0,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants
H Klaasen,10,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
Ishan Kishan,13,Mumbai Indians,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
Tilak Varma,47,Mumbai Indians,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
HH Pandya,83,Mumbai Indians,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
Abhishek Sharma,7,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
Shahbaz Ahmed,10,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
TM Head,53,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
Nithish Kumar Reddy,22,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
T Natarajan,0,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
A Kamboj,41,Mumbai Indians,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
MA Agarwal,14,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
M Jansen,49,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
Naman Dhir,-4,Mumbai Indians,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
Abdul Samad,1,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
JJ Bumrah,25,Mumbai Indians,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
RG Sharma,5,Mumbai Indians,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
PP Chawla,91,Mumbai Indians,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
PJ Cummins,62,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
N Thushara,0,Mumbai Indians,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
SA Yadav,130,Mumbai Indians,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
B Kumar,25,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
Sanvir Singh,6,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians
I Sharma,0,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
SB Dubey,27,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
RR Pant,17,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
KK Ahmed,50,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
Kuldeep Yadav,64,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
Mukesh Kumar,58,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
R Ashwin,85,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
Abishek Porel,78,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
SD Hope,17,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
R Parag,40,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
T Stubbs,58,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
R Powell,14,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
JC Buttler,21,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
"SV Samson, SB Dubey",14,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
Gulbadin Naib,22,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
SV Samson,92,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
Rasikh Salam,44,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
YS Chahal,25,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
AR Patel,57,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
J Fraser-McGurk,63,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
YBK Jaiswal,5,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
Avesh Khan,8,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
Sandeep Sharma,105,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
TA Boult,35,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
D Ferreira,9,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals
A Badoni,60,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
Abhishek Sharma,91,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
Shahbaz Ahmed,0,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
TM Head,111,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
T Natarajan,33,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
K Gowtham,0,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
Nithish Kumar Reddy,8,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
JD Unadkat,0,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
KL Rahul,30,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
N Pooran,54,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
KH Pandya,28,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
Naveen-ul-Haq,0,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
MP Stoinis,3,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
Q de Kock,2,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
V Viyaskanth,0,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
Yash Thakur,0,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
PJ Cummins,39,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
Ravi Bishnoi,0,Lucknow Super Giants,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
B Kumar,50,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
Sanvir Singh,8,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad
WG Jacks,23,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
C Green,53,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
Arshdeep Singh,28,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
LH Ferguson,91,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
Yash Dayal,0,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
JM Sharma,6,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
KD Karthik,23,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
F du Plessis,19,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
LS Livingstone,0,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
V Kaverappa,50,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
JM Bairstow,39,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
RD Chahar,6,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
Mohammed Siraj,83,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
RM Patidar,68,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
V Kohli,115,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
KV Sharma,74,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
P Simran Singh,7,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
RR Rossouw,84,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
HV Patel,91,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
Swapnil Singh,59,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
Shashank Singh,51,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
Ashutosh Sharma,8,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
SM Curran,63,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
MK Lomror,-2,Royal Challengers Bengaluru,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,Punjab Kings
MS Dhoni,33,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
"R Ravindra, Simarjeet Singh",14,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
AM Rahane,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
MM Sharma,75,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
S Sandeep Warrier,25,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
RA Jadeja,30,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
DA Miller,35,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
Noor Ahmad,16,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
R Ravindra,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
MJ Santner,0,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
UT Yadav,50,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
B Sai Sudharsan,124,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
